episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated,learning_rate
333,510.0,468,196303,0.2,0.07928035914515838,770.3178906560001,True,False,6.400000000000001e-05
334,430.0,563,196866,0.2,0.10568891979542606,772.316567759,True,False,6.400000000000001e-05
335,890.0,663,197529,0.2,0.08968266538983907,774.680579889,True,False,6.400000000000001e-05
336,570.0,485,198014,0.2,0.12554392486441235,776.424073765,True,False,6.400000000000001e-05
337,480.0,456,198470,0.2,0.11432026450832684,778.366335168,True,False,6.400000000000001e-05
338,770.0,556,199026,0.2,0.11050928358605011,780.7914818500001,True,False,6.400000000000001e-05
339,620.0,793,199819,0.2,0.12258229285685553,783.6256159229999,True,False,6.400000000000001e-05
340,1220.0,970,200789,0.2,0.11143441453821375,787.0460314280001,True,False,6.400000000000001e-05
341,940.0,547,201336,0.2,0.08690908384665738,789.022588951,True,False,6.400000000000001e-05
342,660.0,666,202002,0.2,0.09590675768790295,791.957020002,True,False,6.400000000000001e-05
343,330.0,561,202563,0.2,0.09968200576092516,794.19247528,True,False,6.400000000000001e-05
344,450.0,458,203021,0.2,0.09146086065017658,795.87516553,True,False,6.400000000000001e-05
345,390.0,417,203438,0.2,0.0985509748570621,797.4349009540001,True,False,6.400000000000001e-05
346,690.0,640,204078,0.2,0.10008423277176917,799.7789113270001,True,False,6.400000000000001e-05
347,340.0,423,204501,0.2,0.10010758001919624,801.3818970530001,True,False,6.400000000000001e-05
348,420.0,355,204856,0.2,0.10333724370163479,802.8078469449999,True,False,6.400000000000001e-05
349,1010.0,707,205563,0.2,0.09931229442802512,805.8763914240001,True,False,6.400000000000001e-05
350,1270.0,852,206415,0.2,0.10662641196988278,808.93170147,True,False,6.400000000000001e-05
351,160.0,294,206709,0.2,0.1370704371884868,812.6166394690001,True,False,6.400000000000001e-05
352,390.0,416,207125,0.2,0.12103755915394196,814.1802770460001,True,False,6.400000000000001e-05
353,1080.0,621,207746,0.2,0.11625555381178856,816.7499517480001,True,False,6.400000000000001e-05
354,730.0,691,208437,0.2,0.13171524194882095,819.5030040720001,True,False,6.400000000000001e-05
355,360.0,424,208861,0.2,0.13379696150363055,821.020506715,True,False,6.400000000000001e-05
356,330.0,484,209345,0.2,0.11244617360990403,822.7553154520001,True,False,6.400000000000001e-05
357,510.0,519,209864,0.2,0.13154229296801181,824.628595125,True,False,6.400000000000001e-05
358,620.0,634,210498,0.2,0.12107233776817028,826.847773861,True,False,6.400000000000001e-05
359,1070.0,909,211407,0.2,0.1159609198767183,830.6159305460001,True,False,6.400000000000001e-05
360,1260.0,681,212088,0.2,0.13621069785011441,832.9779475130001,True,False,6.400000000000001e-05
361,390.0,513,212601,0.2,0.11454552800569218,834.802284738,True,False,6.400000000000001e-05
362,990.0,881,213482,0.2,0.09744593456218188,837.777422804,True,False,6.400000000000001e-05
363,370.0,466,213948,0.2,0.0931805827949419,839.466439586,True,False,6.400000000000001e-05
364,520.0,574,214522,0.2,0.11145658969514437,841.732895421,True,False,6.400000000000001e-05
365,970.0,598,215120,0.2,0.09628622844815254,844.2744557000001,True,False,6.400000000000001e-05
366,240.0,477,215597,0.2,0.09139315898240614,845.994277125,True,False,6.400000000000001e-05
367,1370.0,934,216531,0.2,0.10672791471680858,849.1725586570001,True,False,6.400000000000001e-05
368,1030.0,632,217163,0.2,0.10791501593834991,851.3503885760001,True,False,6.400000000000001e-05
369,920.0,632,217795,0.2,0.10086617467901375,853.725501956,True,False,6.400000000000001e-05
370,380.0,499,218294,0.2,0.08629940670728684,856.157748658,True,False,6.400000000000001e-05
371,260.0,549,218843,0.2,0.10350046883316806,858.08601903,True,False,6.400000000000001e-05
372,280.0,358,219201,0.2,0.09411456291046408,859.43381413,True,False,6.400000000000001e-05
373,1570.0,873,220074,0.2,0.10140707096460899,862.402532561,True,False,6.400000000000001e-05
374,330.0,424,220498,0.2,0.1210993424690557,863.9475861810001,True,False,6.400000000000001e-05
375,870.0,827,221325,0.2,0.10253430253731599,867.036442008,True,False,6.400000000000001e-05
376,410.0,513,221838,0.2,0.09551421403739369,871.6911939189999,True,False,5.120000000000001e-05
377,930.0,847,222685,0.2,0.10052580619230866,874.6475618520001,True,False,5.120000000000001e-05
378,1050.0,756,223441,0.2,0.11339800324902018,877.2672311050001,True,False,5.120000000000001e-05
379,280.0,357,223798,0.2,0.10668619996292537,878.610336275,True,False,5.120000000000001e-05
380,410.0,415,224213,0.2,0.09051294563911282,880.601055932,True,False,5.120000000000001e-05
381,680.0,602,224815,0.2,0.1111720091290772,882.9901251610002,True,False,5.120000000000001e-05
382,470.0,455,225270,0.2,0.11833319174158469,884.6289388170001,True,False,5.120000000000001e-05
383,1540.0,789,226059,0.2,0.09060974041387666,887.40587865,True,False,5.120000000000001e-05
384,370.0,406,226465,0.2,0.11974874707669311,888.861788959,True,False,5.120000000000001e-05
385,380.0,461,226926,0.2,0.10555557040092738,890.511336391,True,False,5.120000000000001e-05
386,420.0,457,227383,0.2,0.09178342926724438,892.4781534860001,True,False,5.120000000000001e-05
387,370.0,446,227829,0.2,0.11051674815826118,894.574114006,True,False,5.120000000000001e-05
388,690.0,588,228417,0.2,0.1181365638135039,896.6390195470001,True,False,5.120000000000001e-05
389,1890.0,994,229411,0.2,0.10045996007900085,899.96824522,True,False,5.120000000000001e-05
390,770.0,699,230110,0.2,0.10232883487428937,902.4175595670001,True,False,5.120000000000001e-05
391,450.0,437,230547,0.2,0.09948314675087229,904.0457906650001,True,False,5.120000000000001e-05
392,460.0,475,231022,0.2,0.07888073833393199,906.2792712160001,True,False,5.120000000000001e-05
393,230.0,309,231331,0.2,0.12041684511032971,907.611826975,True,False,5.120000000000001e-05
394,530.0,463,231794,0.2,0.09786523554217198,909.280188808,True,False,5.120000000000001e-05
395,300.0,425,232219,0.2,0.10067058892323161,910.8345436920001,True,False,5.120000000000001e-05
396,390.0,448,232667,0.2,0.11811322758772544,912.45790313,True,False,5.120000000000001e-05
397,870.0,699,233366,0.2,0.09369018731372697,914.89026029,True,False,5.120000000000001e-05
398,360.0,427,233793,0.2,0.09865588814925368,916.4742215650001,True,False,5.120000000000001e-05
399,280.0,355,234148,0.2,0.07800146075112097,918.1065299009999,True,False,5.120000000000001e-05
400,440.0,474,234622,0.2,0.11907314234492132,920.1907818330001,True,False,5.120000000000001e-05
401,680.0,674,235296,0.2,0.12752956557556017,925.2373086940001,True,False,5.120000000000001e-05
402,500.0,680,235976,0.2,0.12001059802577776,927.6284400320001,True,False,5.120000000000001e-05
403,590.0,586,236562,0.2,0.10418800564406261,929.8450947030001,True,False,5.120000000000001e-05
404,430.0,457,237019,0.2,0.09630107149285705,932.087180429,True,False,5.120000000000001e-05
405,490.0,508,237527,0.2,0.10676863716225925,933.9888740890001,True,False,5.120000000000001e-05
406,820.0,721,238248,0.2,0.09438013790679571,936.6011693739999,True,False,5.120000000000001e-05
407,320.0,503,238751,0.2,0.09111382395774126,938.420992134,True,False,5.120000000000001e-05
408,790.0,663,239414,0.2,0.08586917739047344,940.819296805,True,False,5.120000000000001e-05
409,380.0,438,239852,0.2,0.10671334539286115,942.5457528439999,True,False,5.120000000000001e-05
410,720.0,555,240407,0.2,0.09867480248752711,945.1193296840001,True,False,5.120000000000001e-05
411,720.0,524,240931,0.2,0.10576118012705377,947.043260532,True,False,5.120000000000001e-05
412,430.0,546,241477,0.2,0.11952614028305902,948.9673186300001,True,False,5.120000000000001e-05
413,950.0,723,242200,0.2,0.09974756062504171,951.512785759,True,False,5.120000000000001e-05
414,1900.0,1397,243597,0.2,0.09979372874521424,956.679895856,True,False,5.120000000000001e-05
415,500.0,522,244119,0.2,0.08941819156305147,958.869096618,True,False,5.120000000000001e-05
416,490.0,530,244649,0.2,0.08524993616611437,960.75373597,True,False,5.120000000000001e-05
417,1150.0,618,245267,0.2,0.09177638065408576,962.952387523,True,False,5.120000000000001e-05
418,810.0,653,245920,0.2,0.08391179114852737,965.26184855,True,False,5.120000000000001e-05
419,740.0,580,246500,0.2,0.08123467413002047,967.334420636,True,False,5.120000000000001e-05
420,1030.0,864,247364,0.2,0.07975154583066425,970.9675549430001,True,False,5.120000000000001e-05
421,400.0,640,248004,0.2,0.0837614486925304,973.230325899,True,False,5.120000000000001e-05
422,840.0,769,248773,0.2,0.07063587029309322,975.9883708049999,True,False,5.120000000000001e-05
423,500.0,531,249304,0.2,0.10029079900928457,977.9050921790001,True,False,5.120000000000001e-05
424,530.0,588,249892,0.2,0.09811946047710723,980.0153227559999,True,False,5.120000000000001e-05
425,370.0,367,250259,0.2,0.08591882090319644,981.7015671210002,True,False,5.120000000000001e-05
426,450.0,514,250773,0.2,0.07171599767640117,987.100819199,True,False,5.120000000000001e-05
427,720.0,798,251571,0.2,0.09442521556837474,989.9056193020001,True,False,5.120000000000001e-05
428,420.0,530,252101,0.2,0.07231788397451541,991.8559963320001,True,False,5.120000000000001e-05
429,1180.0,684,252785,0.2,0.0743931414319845,994.6336174370001,True,False,5.120000000000001e-05
430,480.0,665,253450,0.2,0.08096777371142104,997.293102007,True,False,5.120000000000001e-05
431,570.0,457,253907,0.2,0.09588460602977297,998.97275678,True,False,5.120000000000001e-05
432,400.0,406,254313,0.2,0.09236325456888653,1000.4789395330001,True,False,5.120000000000001e-05
433,730.0,663,254976,0.2,0.09764000336942544,1002.844985722,True,False,5.120000000000001e-05
434,660.0,602,255578,0.2,0.08845526276777188,1004.973750612,True,False,5.120000000000001e-05
435,410.0,409,255987,0.2,0.1003175927234777,1006.763165954,True,False,5.120000000000001e-05
436,670.0,761,256748,0.2,0.1010292931728026,1009.836352927,True,False,5.120000000000001e-05
437,1060.0,809,257557,0.2,0.09404921985351213,1012.653845845,True,False,5.120000000000001e-05
438,270.0,446,258003,0.2,0.08875527906625925,1014.359896443,True,False,5.120000000000001e-05
439,250.0,382,258385,0.2,0.08043072586103032,1015.746398751,True,False,5.120000000000001e-05
440,460.0,443,258828,0.2,0.10046004807694,1017.3374907090001,True,False,5.120000000000001e-05
441,500.0,696,259524,0.2,0.09437259277007704,1020.142840235,True,False,5.120000000000001e-05
442,680.0,818,260342,0.2,0.08802977852596372,1023.290657003,True,False,5.120000000000001e-05
443,860.0,902,261244,0.2,0.07681934111875242,1026.429768488,True,False,5.120000000000001e-05
444,380.0,366,261610,0.2,0.07311306635920818,1027.831781932,True,False,5.120000000000001e-05
445,350.0,399,262009,0.2,0.07083254714496434,1029.279347228,True,False,5.120000000000001e-05
446,630.0,793,262802,0.2,0.07528078067351622,1032.354379958,True,False,5.120000000000001e-05
447,370.0,463,263265,0.2,0.07507462427020073,1034.425021887,True,False,5.120000000000001e-05
448,1270.0,655,263920,0.2,0.09389219104834809,1036.7161101650001,True,False,5.120000000000001e-05
449,770.0,645,264565,0.2,0.08196998844559518,1039.01474571,True,False,5.120000000000001e-05
450,520.0,507,265072,0.2,0.09279297277566016,1040.8483055020001,True,False,5.120000000000001e-05
451,290.0,414,265486,0.2,0.09061711777941985,1044.564117136,True,False,5.120000000000001e-05
452,1800.0,781,266267,0.2,0.09113462860576617,1047.730681436,True,False,5.120000000000001e-05
453,230.0,302,266569,0.2,0.09123757689897168,1048.869606386,True,False,5.120000000000001e-05
454,670.0,742,267311,0.2,0.09166836002086465,1051.443054868,True,False,5.120000000000001e-05
455,540.0,467,267778,0.2,0.09260824270164356,1053.1482755030001,True,False,5.120000000000001e-05
456,370.0,393,268171,0.2,0.09029914958554568,1054.660037968,True,False,5.120000000000001e-05
457,430.0,465,268636,0.2,0.12012787266737884,1056.390004499,True,False,5.120000000000001e-05
458,220.0,280,268916,0.2,0.10184316752212388,1057.8466740850001,True,False,5.120000000000001e-05
459,620.0,741,269657,0.2,0.09396394680984117,1060.785964077,True,False,5.120000000000001e-05
460,390.0,547,270204,0.2,0.10776129957750766,1062.7761206760001,True,False,5.120000000000001e-05
461,490.0,507,270711,0.2,0.09733401693492419,1064.571339986,True,False,5.120000000000001e-05
462,1120.0,633,271344,0.2,0.12079987106200471,1066.772782379,True,False,5.120000000000001e-05
463,740.0,578,271922,0.2,0.09182020956521025,1068.770536815,True,False,5.120000000000001e-05
464,520.0,508,272430,0.2,0.07590267230851913,1071.023426419,True,False,5.120000000000001e-05
465,490.0,467,272897,0.2,0.08493672355086121,1072.8728944240002,True,False,5.120000000000001e-05
466,1440.0,726,273623,0.2,0.11306903069293466,1075.426374949,True,False,5.120000000000001e-05
467,950.0,731,274354,0.2,0.08707875329899332,1077.9588849660001,True,False,5.120000000000001e-05
468,240.0,358,274712,0.2,0.08989594692571296,1079.279274734,True,False,5.120000000000001e-05
469,360.0,374,275086,0.2,0.09841691313051087,1080.6288111640001,True,False,5.120000000000001e-05
470,350.0,399,275485,0.2,0.08186135636642575,1082.249580465,True,False,5.120000000000001e-05
471,760.0,581,276066,0.2,0.11040930333065575,1084.867947488,True,False,5.120000000000001e-05
472,470.0,453,276519,0.2,0.0972036006901644,1086.531115034,True,False,5.120000000000001e-05
473,450.0,435,276954,0.2,0.09295215356001339,1088.128309513,True,False,5.120000000000001e-05
474,380.0,502,277456,0.2,0.11543682383166419,1089.927435006,True,False,5.120000000000001e-05
475,360.0,381,277837,0.2,0.07783808982685993,1091.323550498,True,False,5.120000000000001e-05
476,320.0,387,278224,0.2,0.10539758858299747,1095.0749389740001,True,False,5.120000000000001e-05
477,1260.0,585,278809,0.2,0.07312897017404232,1097.648588619,True,False,5.120000000000001e-05
478,760.0,683,279492,0.2,0.10303819393031081,1100.067003399,True,False,5.120000000000001e-05
479,430.0,454,279946,0.2,0.1043186818076446,1101.709449096,True,False,5.120000000000001e-05
480,430.0,486,280432,0.2,0.10895034417387892,1103.46135667,True,False,5.120000000000001e-05
481,800.0,538,280970,0.2,0.09858130192411925,1105.377909673,True,False,5.120000000000001e-05
482,260.0,380,281350,0.2,0.10089206485763977,1106.7610009510001,True,False,5.120000000000001e-05
483,530.0,537,281887,0.2,0.10104553029636171,1109.183228205,True,False,5.120000000000001e-05
484,460.0,486,282373,0.2,0.09712491286765845,1111.065527327,True,False,5.120000000000001e-05
485,750.0,710,283083,0.2,0.1061017525271844,1113.510875697,True,False,5.120000000000001e-05
486,1430.0,781,283864,0.2,0.08943268353100486,1116.186209752,True,False,5.120000000000001e-05
487,560.0,714,284578,0.2,0.07708568040155962,1118.721234267,True,False,5.120000000000001e-05
488,930.0,554,285132,0.2,0.08354933351519511,1121.097726582,True,False,5.120000000000001e-05
489,560.0,567,285699,0.2,0.07272559062227713,1123.472670475,True,False,5.120000000000001e-05
490,280.0,334,286033,0.2,0.11851823407535751,1124.735222444,True,False,5.120000000000001e-05
491,300.0,451,286484,0.2,0.07404074118167689,1126.423901381,True,False,5.120000000000001e-05
492,1090.0,814,287298,0.2,0.09754901979889335,1129.2248186440002,True,False,5.120000000000001e-05
493,370.0,407,287705,0.2,0.07896433016467913,1130.715582758,True,False,5.120000000000001e-05
494,450.0,434,288139,0.2,0.07512201659415883,1132.303528483,True,False,5.120000000000001e-05
495,960.0,1005,289144,0.2,0.09069126155892653,1136.486527466,True,False,5.120000000000001e-05
496,590.0,646,289790,0.2,0.09782714680739626,1138.771423407,True,False,5.120000000000001e-05
497,760.0,673,290463,0.2,0.07363783869160605,1141.129757924,True,False,5.120000000000001e-05
498,390.0,511,290974,0.2,0.08766957728221314,1142.9703161930001,True,False,5.120000000000001e-05
499,460.0,441,291415,0.2,0.06490686899051071,1144.5658265690001,True,False,5.120000000000001e-05
500,810.0,737,292152,0.2,0.07997402996831648,1147.909752962,True,False,5.120000000000001e-05
